hs4,hs4_name
8445,Machines_for_preparing_textile_fibres;_spinning__doubling_or_twisting_machines_and_other_machinery_for_producing_textile_yarns;_textile_reeling_or_winding_(including_weft-winding)_machines_and_machines_for_preparing_textile_yarns_for_use_on_the_machines_of_heading_84.46_or_84.47
8446,Weaving_machines_(looms)
8447,Knitting_machines__stitch-bonding_machines_and_machines_for_making_gimped_yarn__tulle__lace__embroidery__trimmings__braid_or_net_and_machines_for_tufting
8448,Auxiliary_machinery_for_use_with_machines_of_heading_84.44__84.45__84.46_or_84.47_(for_example__dobbies__Jacquards__automatic_stop_motions__shuttle_changing_mechanisms);_parts_and_accessories_suitable_for_use_solely_or_principally_with_the_machines_of_this_heading_or_of_heading_84.44__84.45__84.46_or_84.47_(for_example__spindles_and_spindle_flyers__card_clothing__combs__extruding_nipples__shuttles__healds_and_heald-frames__hosiery_needles)
8449,Machinery_for_the_manufacture_or_finishing_of_felt_or_nonwovens_in_the_piece_or_in_shapes__including_machinery_for_making_felt_hats;_blocks_for_making_hats
8450,Household_or_laundry-type_washing_machines__including_machines_which_both_wash_and_dry
8451,Machinery_(other_than_machines_of_heading_84.50)_for_washing__cleaning__wringing__drying__ironing__pressing_(including_fusing_presses)__bleaching__dyeing__dressing__finishing__coating_or_impregnating_textile_yarns__fabrics_or_made_up_textile_articles_and_machines_for_applying_the_paste_to_the_base_fabric_or_other_support_used_in_the_manufacture_of_floor_coverings_such_as_linoleum;_machines_for_reeling__unreeling__folding__cutting_or_pinking_textile_fabrics
8452,Sewing_machines__other_than_book-sewing_machines_of_heading_84.40;_furniture__bases_and_covers_specially_designed_for_sewing_machines;_sewing_machine_needles
8453,Machinery_for_preparing__tanning_or_working_hides__skins_or_leather_or_for_making_or_repairing_footwear_or_other_articles_of_hides__skins_or_leather__other_than_sewing_machines
8454,Converters__ladles__ingot_moulds_and_casting_machines__of_a_kind_used_in_metallurgy_or_in_metal_foundries
8455,Metal-rolling_mills_and_rolls_therefor
8456,Machine-tools_for_working_any_material_by_removal_of_material__by_laser_or_other_light_or_photon_beam__ultrasonic__electro-discharge__electro-chemical__electron_beam__ionic-beam_or_plasma_arc_processes;
8457,Machining_centres__unit_construction_machines_(single_station)_and_multi-station_transfer_machines__for_working_metal
8458,Lathes_(including_turning_centres)_for_removing_metal
8459,Machine-tools_(including_way-type_unit_head_machines)_for_drilling__boring__milling__threading_or_tapping_by_removing_metal__other_than_lathes_(including_turning_centres)_of_heading_84.58
8460,Machine-tools_for_deburring__sharpening__grinding__honing__lapping__polishing_or_otherwise_finishing_metal_or_cermets_by_means_of_grinding_stones__abrasives_or_polishing_products__other_than_gear_cutting__gear_grinding_or_gear_finishing_machines_of_heading_84.61
8461,Machine-tools_for_planing__shaping__slotting__broaching__gear_cutting__gear_grinding_or_gear_finishing__sawing__cutting-off_and_other_machine-tools_working_by_removing_metal_or_cermets__not_elsewhere_specified_or_included
8462,Machine-tools_(including_presses)_for_working_metal_by_forging__hammering_or_die-stamping;_machine-tools_(including_presses)_for_working_metal_by_bending__folding__straightening__flattening__shearing__punching_or_notching;_presses_for_working_metal_or_metal_carbides__not_specified_above
8463,Other_machine-tools_for_working_metal_or_cermets__without_removing_material
8464,Machine-tools_for_working_stone__ceramics__concrete__asbestos-cement_or_like_mineral_materials_or_for_cold_working_glass
8465,Machine-tools_(including_machines_for_nailing__stapling__glueing_or_otherwise_assembling)_for_working_wood__cork__bone__hard_rubber__hard_plastics_or_similar_hard_materials
8466,Parts_and_accessories_suitable_for_use_solely_or_principally_with_the_machines_of_headings_84.56_to_84.65__including_work_or_tool_holders__self-opening_dieheads__dividing_heads_and_other_special_attachments_for_machine-tools;_tool_holders_for_any_type_of_tool_for_working_in_the_hand
8467,Tools_for_working_in_the_hand__pneumatic__hydraulic_or_with_self-contained_electric_or_non-electric_motor
8468,Machinery_and_apparatus_for_soldering__brazing_or_welding__whether_or_not_capable_of_cutting__other_than_those_of_heading_85.15;_gas-operated_surface_tempering_machines_and_appliances
8469,Typewriters_other_than_printers_of_heading_84.43;_word-processing_machines
8470,Calculating_machines_and_pocket-size_data_recording__reproducing_and_displaying_machines_with_calculating_functions;_accounting_machines__postage-franking_machines__ticket-issuing_machines_and_similar_machines__incorporating_a_calculating_device;_cash_registers
8471,Automatic_data_processing_machines_and_units_thereof;_magnetic_or_optical_readers__machines_for_transcribing_data_onto_data_media_in_coded_form_and_machines_for_processing_such_data__not_elsewhere_specified_or_included
8472,Other_office_machines_(for_example__hectograph_or_stencil_duplicating_machines__addressing_machines__automatic_banknote_dispensers__coin-sorting_machines__coin-counting_or_wrapping_machines__pencil-sharpening_machines__perforating_or_stapling_machines)
8473,Parts_and_accessories_(other_than_covers__carrying_cases_and_the_like)_suitable_for_use_solely_or_principally_with_machines_of_headings_84.69_to_84.72
8474,Machinery_for_sorting__screening__separating__washing__crushing__grinding__mixing_or_kneading_earth__stone__ores_or_other_mineral_substances__in_solid_(including_powder_or_paste)_form;_machinery_for_agglomerating__shaping_or_moulding_solid_mineral_fuels__ceramic_paste__unhardened_cements__plastering_materials_or_other_mineral_products_in_powder_or_paste_form;_machines_for_forming_foundry_moulds_of_sand
8475,Machines_for_assembling_electric_or_electronic_lamps__tubes_or_valves_or_flashbulbs__in_glass_envelopes;_machines_for_manufacturing_or_hot_working_glass_or_glassware
8476,Automatic_goods-vending_machines_(for_example__postage_stamp__cigarette__food_or_beverage_machines)__including_money-changing_machines
8477,Machinery_for_working_rubber_or_plastics_or_for_the_manufacture_of_products_from_these_materials__not_specified_or_included_elsewhere_in_this_Chapter
8478,Machinery_for_preparing_or_making_up_tobacco__not_specified_or_included_elsewhere_in_this_Chapter
8479,Machines_and_mechanical_appliances_having_individual_functions__not_specified_or_included_elsewhere_in_this_Chapter
8480,Moulding_boxes_for_metal_foundry;_mould_bases;_moulding_patterns;_moulds_for_metal_(other_than_ingot_moulds)__metal_carbides__glass__mineral_materials__rubber_or_plastics
8481,Taps__cocks__valves_and_similar_appliances_for_pipes__boiler_shells__tanks__vats_or_the_like__including_pressure-reducing_valves_and_thermostatically_controlled_valves
8482,Ball_or_roller_bearings
8483,Transmission_shafts_(including_cam_shafts_and_crank_shafts)_and_cranks;_bearing_housings_and_plain_shaft_bearings;_gears_and_gearing;_ball_or_roller_screws;_gear_boxes_and_other_speed_changers__including_torque_converters;_flywheels_and_pulleys__including_pulley_blocks;_clutches_and_shaft_couplings_(including_universal_joints)
8484,Gaskets_and_similar_joints_of_metal_sheeting_combined_with_other_material_or_of_two_or_more_layers_of_metal;_sets_or_assortments_of_gaskets_and_similar_joints__dissimilar_in_composition__put_up_in_pouches__envelopes_or_similar_packings;_mechanical_seals
8486,Machines_and_apparatus_of_a_kind_used_solely_or_principally_for_the_manufacture_of_semiconductor_boules_or_wafers__semiconductor_devices__electronic_integrated_circuits_or_flat_panel_displays;_machines_and_apparatus_specified_in_Note_9_(C)_to_this_Chapter;_parts_and_accessories
8487,Machinery_parts__not_containing_electrical_connectors__insulators__coils__contacts_or_other_electrical_features__not_specified_or_included_elsewhere_in_this_Chapter
8501,Electric_motors_and_generators(excluding_generating_sets)
8502,Electric_generating_sets_and_rotary_converters
8503,Parts_suitable_for_use_solely_or_principally_with_the_machines_of_heading_85.01_or_85.02
8504,Electrical_transformers__static_converters_(for_example__rectifiers)_and_inductors
8505,Electro-magnets;_permanent_magnets_and_articles_intended_to_become_permanent_magnets_after_magnetisation;_electro-magnetic_or_permanent_magnet_chucks__clamps_and_similar_holding_devices;_electro-magnetic_couplings__clutches_and_brakes;_electro-magnetic_lifting_heads
8506,Primary_cells_and_primary_batteries
8507,Electric_accumulators__including_separators_therefor__whether_or_not_rectangular_(including_square)
8508,Vacuum_cleaners
8509,Electro-mechanical_domestic_appliances__with_self-contained_electric_motor__other_than_vacuum_cleaners_of_heading_85.08
8510,Shavers__hair_clippers_and_hair-removing_appliances__with_self-contained_electric_motor
8511,Electrical_ignition_or_starting_equipment_of_a_kind_used_for_spark-ignition_or_compression-ignition_internal_combustion_engines_(for_example__ignition_magnetos__magneto-dynamos__ignition_coils__sparking_plugs_and_glow_plugs__starter_motors);_generators_(for_example__dynamos__alternators)_and_cut-outs_of_a_kind_used_in_conjunction_with_such_engines
8512,Electrical_lighting_or_signalling_equipment_(excluding_articles_of_heading_85.39)__windscreen_wipers__defrosters_and_demisters__of_a_kind_used_for_cycles_or_motor_vehicles
8513,Portable_electric_lamps_designed_to_function_by_their_own_source_of_energy_(for_example__dry_batteries__accumulators__magnetos)__other_than_lighting_equipment_of_heading_85.12
8514,Industrial_or_laboratory_electric_furnaces_and_ovens_(including_those_functioning_by_induction_or_dielectric_loss);_other_industrial_or_laboratory_equipment_for_the_heat_treatment_of_materials_by_induction_or_dielectric_loss
8515,Electric_(including_electrically_heated_gas)__laser_or_other_light_or_photon_beam__ultrasonic__electron_beam__magnetic_pulse_or_plasma_arc_soldering__brazing_or_welding_machines_and_apparatus__whether_or_not_capable_of_cutting;_electric_machines_and_apparatus_for_hot_spraying_of_metals_or_cermets
8516,Electric_instantaneous_or_storage_water_heaters_and_immersion_heaters;_electric_space_heating_apparatus_and_soil_heating_apparatus;_electro-thermic_hair-dressing_apparatus_(for_example__hair_dryers__hair_curlers__curling_tong_heaters)_and_hand_dryers;_electric_smoothing_irons;_other_electro-thermic_appliances_of_a_kind_used_for_domestic_purposes;_electric_heating_resistors__other_than_those_of_heading_85.45
8517,Telephone_sets__including_telephones_for_cellular_networks_or_for_other_wireless_networks;_other_apparatus_for_the_transmission_or_reception_of_voice__images_or_other_data__including_apparatus_for_communication_in_a_wired_or_wireless_network_(such_as_a_local_or_wide_area_network)__other_than_transmission_or_reception_apparatus_of_heading_84.43__85.25__85.27_or_85.28
8518,Microphones_and_stands_therefor;_loudspeakers__whether_or_not_mounted_in_their_enclosures;_headphones_and_earphones__whether_or_not_combined_with_a_microphone__and_sets_consisting_of_a_microphone_and_one_or_more_loudspeakers;_audio-frequency_electric_amplifiers;_electric_sound_amplifier_sets
8519,Sound_recording_or_reproducing_apparatus
8521,Video_recording_or_reproducing_apparatus__whether_or_not_incorporating_a_video_tuner
8522,Parts_and_accessories_suitable_for_use_solely_or_principally_with_the_apparatus_of_heading_85.19_or_85.21
8523,"Discs__tapes__solid-state_non-volatile_storage_devices__""smart_cards""_and_other_media_for_the_recording_of_sound_or_of_other_phenomena__whether_or_not_recorded__including_matrices_and_masters_for_the_production_of_discs__but_excluding_products_of_Chapter_37"
8525,Transmission_apparatus_for_radio-broadcasting_or_television__whether_or_not_incorporating_reception_apparatus_or_sound_recording_or_reproducing_apparatus;_television_cameras__digital_cameras_and_video_camera_recorders
8526,Radar_apparatus__radio_navigational_aid_apparatus_and_radio_remote_control_apparatus
8527,Reception_apparatus_for_radio-broadcasting__whether_or_not_combined__in_the_same_housing__with_sound_recording_or_reproducing_apparatus_or_a_clock
8528,Monitors_and_projectors__not_incorporating_television_reception_apparatus;_reception_apparatus_for_television__whether_or_not_incorporating_radio-broadcast_receivers_or_sound_or_video_recording_or_reproducing_apparatus
8529,Parts_suitable_for_use_solely_or_principally_with_the_apparatus_of_headings_85.25_to_85.28
8530,Electrical_signalling__safety_or_traffic_control_equipment_for_railways__tramways__roads__inland_waterways__parking_facilities__port_installations_or_airfields_(other_than_those_of_heading_86.08)
8531,Electric_sound_or_visual_signalling_apparatus_(for_example__bells__sirens__indicator_panels__burglar_or_fire_alarms)__other_than_those_of_heading_85.12_or_85.30
8532,Electrical_capacitors__fixed__variable_or_adjustable_(pre-set)
8533,Electrical_resistors_(including_rheostats_and_potentiometers)__other_than_heating_resistors
8534,Printed_circuits
8535,Electrical_apparatus_for_switching_or_protecting_electrical_circuits__or_for_making_connections_to_or_in_electrical_circuits_(for_example__switches__fuses__lightning_arresters__voltage_limiters__surge_suppressors__plugs_and_other_connectors__junction_boxes)___for_a_voltage_exceeding_1_000_volts
8536,Electrical_apparatus_for_switching_or_protecting_electrical_circuits__or_for_making_connections_to_or_in_electrical_circuits_(for_example__switches__relays__fuses__surge_suppressors__plugs__sockets__lamp-holders_and_other_connectors__junction_boxes)__for_a_voltage_not_exceeding_1_000_volts;_connectors_for_optical_fibres__optical_fibre_bundles_or_cables
8537,Boards__panels__consoles__desks__cabinets_and_other_bases__equipped_with_two_or_more_apparatus_of_heading_85.35_or_85.36__for_electric_control_or_the_distribution_of_electricity__including_those_incorporating_instruments_or_apparatus_of_Chapter_90__and_numerical_control_apparatus__other_than_switching_apparatus_of_heading_85.17
8538,Parts_suitable_for_use_solely_or_principally_with_the_apparatus_of_heading_85.35__85.36_or_85.37
8539,Electric_filament_or_discharge_lamps__including_sealed_beam_lamp_units_and_ultra-violet_or_infra-red_lamps;_arc-lamps
8540,Thermionic__cold_cathode_or_photo-cathode_valves_and_tubes_(for_example__vacuum_or_vapour_or_gas_filled_valves_and_tubes__mercury_arc_rectifying_valves_and_tubes__cathode-ray_tubes__television_camera_tubes)
8541,Diodes__transistors_and_similar_semiconductor_devices;_photosensitive_semiconductor_devices__including_photovoltaic_cells_whether_or_not_assembled_in_modules_or_made_up_into_panels;_light_emitting_diodes;_mounted_piezo-electric_crystals
8542,Electronic_integrated_circuits
8543,Electrical_machines_and_apparatus__having_individual_functions__not_specified_or_included_elsewhere_in_this_Chapter
8544,Insulated_(including_enamelled_or_anodised)_wire__cable_(including_co-axial_cable)_and_other_insulated_electric_conductors__whether_or_not_fitted_with_connectors;_optical_fibre_cables__made_up_of_individually_sheathed_fibres__whether_or_not_assembled_with_electric_conductors_or_fitted_with_connectors
8545,Carbon_electrodes__carbon_brushes__lamp_carbons__battery_carbons_and_other_articles_of_graphite_or_other_carbon__with_or_without_metal__of_a_kind_used_for_electrical_purposes
8546,Electrical_insulators_of_any_material
8547,Insulating_fittings_for_electrical_machines__appliances_or_equipment__being_fittings_wholly_of_insulating_material_apart_from_any_minor_components_of_metal_(for_example__threaded_sockets)_incorporated_during_moulding_solely_for_purposes_of_assembly__other_than_insulators_of_heading_85.46;_electrical_conduit_tubing_and_joints_therefor__of_base_metal_lined_with_insulating_material
8548,Waste_and_scrap_of_primary_cells__primary_batteries_and_electric_accumulators;_spent_primary_cells__spent_primary_batteries_and_spent_electric_accumulators;_electrical_parts_of_machinery_or_apparatus__not_specified_or_included_elsewhere_in_this_Chapter
8601,Rail_locomotives_powered_from_an_external_source_of_electricity_or_by_electric_accumulators
8602,Other_rail_locomotives;_locomotive_tenders
8603,Self-propelled_railway_or_tramway_coaches__vans_and_trucks__other_than_those_of_heading_86.04
8604,Railway_or_tramway_maintenance_or_service_vehicles__whether_or_not_self-propelled_(for_example__workshops__cranes__ballast_tampers__trackliners__testing_coaches_and_track_inspection_vehicles)
8605,Railway_or_tramway_passenger_coaches__not_self-propelled;_luggage_vans__post_office_coaches_and_other_special_purpose_railway_or_tramway_coaches__not_self-propelled_(excluding_those_of_heading_86.04)
8606,Railway_or_tramway_goods_vans_and_wagons__not_self-propelled
8607,Parts_of_railway_or_tramway_locomotives_or_rolling-stock
8608,Railway_or_tramway_track_fixtures_and_fittings;_mechanical_(including_electro-mechanical)_signalling__safety_or_traffic_control_equipment_for_railways__tramways__roads__inland_waterways__parking_facilities__port_installations_or_airfields;_parts_of_the_foregoing
8609,Containers_(including_containers_for_the_transport_of_fluids)_specially_designed_and_equipped_for_carriage_by_one_or_more_modes_of_transport
8701,Tractors_(other_than_tractors_of_heading_87.09)
8702,Motor_vehicles_for_the_transport_of_ten_or_more_persons__including_the_driver
8703,Motor_cars_and_other_motor_vehicles_principally_designed_for_the_transport_of_persons_(other_than_those_of_heading_87.02)__including_station_wagons_and_racing_cars
8704,Motor_vehicles_for_the_transport_of_goods
8705,Special_purpose_motor_vehicles__other_than_those_principally_designed_for_the_transport_of_persons_or_goods_(for_example__breakdown_lorries__crane_lorries__fire_fighting_vehicles__concrete-mixer_lorries__road_sweeper_lorries__spraying_lorries__mobile_workshops__mobile_radiological_units)
8706,Chassis_fitted_with_engines__for_the_motor_vehicles_of_headings_87.01_to_87.05
8707,Bodies_(including_cabs)__for_the_motor_vehicles_of_headings_87.01_to_87.05
8708,Parts_and_accessories_of_the_motor_vehicles_of_headings_87.01_to_87.05
8709,Works_trucks__self-propelled__not_fitted_with_lifting_or_handling_equipment__of_the_type_used_in_factories__warehouses__dock_areas_or_airports_for_short_distance_transport_of_goods;_tractors_of_the_type_used_on_railway_station_platforms;_parts_of_the_foregoing_vehicles
8710,Tanks_and_other_armoured_fighting_vehicles__motorised__whether_or_not_fitted_with_weapons__and_parts_of_such_vehicles
8711,Motorcycles_(including_mopeds)_and_cycles_fitted_with_an_auxiliary_motor__with_or_without_side-cars;_side-cars
8712,Bicycles_and_other_cycles_(including_delivery_tricycles)__not_motorised
8713,Carriages_for_disabled_persons__whether_or_not_motorised_or_otherwise_mechanically_propelled
8714,Parts_and_accessories_of_vehicles_of_headings_87.11_to_87.13
8715,Baby_carriages_and_parts_thereof
8716,Trailers_and_semi-trailers;_other_vehicles__not_mechanically_propelled;_parts_thereof
8801,Balloons_and_dirigibles;_gliders__hang_gliders_and_other_non-powered_aircraft
8802,Other_aircraft_(for_example__helicopters__aeroplanes);_spacecraft_(including_satellites)_and_suborbital_and_spacecraft_launch_vehicles
8803,Parts_of_goods_of_heading_88.01_or_88.02
8804,Parachutes_(including_dirigible_parachutes_and_paragliders)_and_rotochutes;_parts_thereof_and_accessories_thereto
8805,Aircraft_launching_gear;_deck-arrestor_or_similar_gear;_ground_flying_trainers;_parts_of_the_foregoing_articles
8901,Cruise_ships__excursion_boats__ferry-boats__cargo_ships__barges_and_similar_vessels_for_the_transport_of_persons_or_goods
8902,Fishing_vessels;_factory_ships_and_other_vessels_for_processing_or_preserving_fishery_products
8903,Yachts_and_other_vessels_for_pleasure_or_sports;_rowing_boats_and_canoes
8904,Tugs_and_pusher_craft
8905,Light-vessels__fire-floats__dredgers__floating_cranes__and_other_vessels_the_navigability_of_which_is_subsidiary_to_their_main_function;_floating_docks;_floating_or_submersible_drilling_or_production_platforms
8906,Other_vessels__including_warships_and_lifeboats_other_than_rowing_boats
8907,Other_floating_structures_(for_example__rafts__tanks__coffer-dams__landing-stages__buoys_and_beacons)
8908,Vessels_and_other_floating_structures_for_breaking_up
9001,Optical_fibres_and_optical_fibre_bundles;_optical_fibre_cables_other_than_those_of_heading_85.44;_sheets_and_plates_of_polarising_material;_lenses_(including_contact_lenses)__prisms__mirrors_and_other_optical_elements__of_any_material__unmounted__other_than_such_elements_of_glass_not_optically_worked
9002,Lenses__prisms__mirrors_and_other_optical_elements__of_any_material__mounted__being_parts_of_or_fittings_for_instruments_or_apparatus__other_than_such_elements_of_glass_not_optically_worked
9003,Frames_and_mountings_for_spectacles__goggles_or_the_like__and_parts_thereof
9004,Spectacles__goggles_and_the_like__corrective__protective_or_other
9005,Binoculars__monoculars__other_optical_telescopes__and_mountings_therefor;_other_astronomical_instruments_and_mountings_therefor__but_not_including_instruments_for_radio-astronomy
9006,Photographic_(other_than_cinematographic)_cameras;_photographic_flashlight_apparatus_and_flashbulbs_other_than_discharge_lamps_of_heading_85.39
9007,Cinematographic_cameras_and_projectors__whether_or_not_incorporating_sound_recording_or_reproducing_apparatus
9008,Image_projectors__other_than_cinematographic;_photographic_(other_than_cinematographic)_enlargers_and_reducers
9010,Apparatus_and_equipment_for_photographic_(including_cinematographic)_laboratories__not_specified_or_included_elsewhere_in_this_Chapter;_negatoscopes;_projection_screens
9011,Compound_optical_microscopes__including_those_for_photomicrography__cinephotomicrography_or_microprojection
9012,Microscopes_other_than_optical_microscopes;_diffraction_apparatus
9013,Liquid_crystal_devices_not_constituting_articles_provided_for_more_specifically_in_other_headings;_lasers__other_than_laser_diodes;_other_optical_appliances_and_instruments__not_specified_or_included_elsewhere_in_this_Chapter
9014,Direction_finding_compasses;_other_navigational_instruments_and_appliances
9015,Surveying_(including_photogrammetrical_surveying)__hydrographic__oceanographic__hydrological__meteorological_or_geophysical_instruments_and_appliances__excluding_compasses;_rangefinders
9016,Balances_of_a_sensitivity_of_5_cg_or_better__with_or_without_weights
9017,Drawing__marking-out_or_mathematical_calculating_instruments_(for_example__drafting_machines__pantographs__protractors__drawing_sets__slide_rules__disc_calculators);_instruments_for_measuring_length__for_use_in_the_hand_(for_example__measuring_rods_and_tapes__micrometers__callipers)__not_specified_or_included_elsewhere_in_this_Chapter
9018,Instruments_and_appliances_used_in_medical__surgical__dental_or_veterinary_sciences__including_scintigraphic_apparatus__other_electro-medical_apparatus_and_sight-testing_instruments
9019,Mechano-therapy_appliances;_massage_apparatus;_psychological_aptitude-testing_apparatus;_ozone_therapy__oxygen_therapy__aerosol_therapy__artificial_respiration_or_other_therapeutic_respiration_apparatus
9020,Other_breathing_appliances_and_gas_masks__excluding_protective_masks_having_neither_mechanical_parts_nor_replaceable_filters
9021,Orthopaedic_appliances__including_crutches__surgical_belts_and_trusses;_splints_and_other_fracture_appliances;_artificial_parts_of_the_body;_hearing_aids_and_other_appliances_which_are_worn_or_carried__or_implanted_in_the_body__to_compensate_for_a_defect_or_disability
9022,Apparatus_based_on_the_use_of_X-rays_or_of_alpha__beta_or_gamma_radiations__whether_or_not_for_medical__surgical__dental_or_veterinary_uses__including_radiography_or_radiotherapy_apparatus__X-ray_tubes_and_other_X-ray_generators__high_tension_generators__control_panels_and_desks__screens__examination_or_treatment_tables__chairs_and_the_like
9023,Instruments__apparatus_and_models__designed_for_demonstrational_purposes_(for_example__in_education_or_exhibitions)__unsuitable_for_other_uses
9024,Machines_and_appliances_for_testing_the_hardness__strength__compressibility__elasticity_or_other_mechanical_properties_of_materials_(for_example__metals__wood__textiles__paper__plastics)
9025,Hydrometers_and_similar_floating_instruments__thermometers__pyrometers__barometers__hygrometers_and_psychrometers__recording_or_not__and_any_combination_of_these_instruments
9026,Instruments_and_apparatus_for_measuring_or_checking_the_flow__level__pressure_or_other_variables_of_liquids_or_gases_(for_example__flow_meters__level_gauges__manometers__heat_meters)__excluding_instruments_and_apparatus_of_heading_90.14__90.15__90.28_or_90.32
9027,Instruments_and_apparatus_for_physical_or_chemical_analysis_(for_example__polarimeters__refractometers__spectrometers__gas_or_smoke_analysis_apparatus);_instruments_and_apparatus_for_measuring_or_checking_viscosity__porosity__expansion__surface_tension_or_the_like;_instruments_and_apparatus_for_measuring_or_checking_quantities_of_heat__sound_or_light_(including_exposure_meters);_microtomes
9028,Gas__liquid_or_electricity_supply_or_production_meters__including_calibrating_meters_therefor
9029,Revolution_counters__production_counters__taximeters__mileometers__pedometers_and_the_like;_speed_indicators_and_tachometers__other_than_those_of_heading_90.14_or_90.15;_stroboscopes
9030,Oscilloscopes__spectrum_analysers_and_other_instruments_and_apparatus_for_measuring_or_checking_electrical_quantities__excluding_meters_of_heading_90.28;_instruments_and_apparatus_for_measuring_or_detecting_alpha__beta__gamma__X-ray__cosmic_or_other_ionising_radiations
9031,Measuring_or_checking_instruments__appliances_and_machines__not_specified_or_included_elsewhere_in_this_Chapter;_profile_projectors
9032,Automatic_regulating_or_controlling_instruments_and_apparatus
9033,Parts_and_accessories_(not_specified_or_included_elsewhere_in_this_Chapter)_for_machines__appliances__instruments_or_apparatus_of_Chapter_90
9101,Wrist-watches__pocket-watches_and_other_watches__including_stop-watches__with_case_of_precious_metal_or_of_metal_clad_with_precious_metal
9102,Wrist-watches__pocket-watches_and_other_watches__including_stop-watches__other_than_those_of_heading_91.01
9103,Clocks_with_watch_movements__excluding_clocks_of_heading_91.04
9104,Instrument_panel_clocks_and_clocks_of_a_similar_type_for_vehicles__aircraft__spacecraft_or_vessels
9105,Other_clocks
9106,Time_of_day_recording_apparatus_and_apparatus_for_measuring__recording_or_otherwise_indicating_intervals_of_time__with_clock_or_watch_movement_or_with_synchronous_motor_(for_example__time-registers__time-recorders)
9107,Time_switches_with_clock_or_watch_movement_or_with_synchronous_motor
9108,Watch_movements__complete_and_assembled
9109,Clock_movements__complete_and_assembled
9110,Complete_watch_or_clock_movements__unassembled_or_partly_assembled_(movement_sets);_incomplete_watch_or_clock_movements__assembled;_rough_watch_or_clock_movements
9111,Watch_cases_and_parts_thereof
9112,Clock_cases_and_cases_of_a_similar_type_for_other_goods_of_this_Chapter__and_parts_thereof
9113,Watch_straps__watch_bands_and_watch_bracelets__and_parts_thereof
9114,Other_clock_or_watch_parts
9201,Pianos__including_automatic_pianos;_harpsichords_and_other_keyboard_stringed_instruments
9202,Other_string_musical_instruments_(for_example__guitars__violins__harps)
9205,Wind_musical_instruments_(for_example__keyboard_pipe_organs__accordions__clarinets__trumpets__bagpipes)__other_than_fairground_organs_and_mechanical_street_organs.
9206,Percussion_musical_instruments_(for_example__drums__xylophones__cymbals__castanets__maracas)
9207,Musical_instruments__the_sound_of_which_is_produced__or_must_be_amplified__electrically_(for_example__organs__guitars__accordions)
9208,Musical_boxes__fairground_organs__mechanical_street_organs__mechanical_singing_birds__musical_saws_and_other_musical_instruments_not_falling_within_any_other_heading_of_this_Chapter;_decoy_calls_of_all_kinds;_whistles__call_horns_and_other_mouth-blown_sound_signalling_instruments
9209,Parts_(for_example__mechanisms_for_musical_boxes)_and_accessories_(for_example__cards__discs_and_rolls_for_mechanical_instruments)_of_musical_instruments;_metronomes__tuning_forks_and_pitch_pipes_of_all_kinds
9301,Military_weapons__other_than_revolvers__pistols_and_the_arms_of_heading_93.07
9302,Revolvers_and_pistols__other_than_those_of_heading_93.03_or_93.04
9303,Other_firearms_and_similar_devices_which_operate_by_the_firing_of_an_explosive_charge_(for_example__sporting_shotguns_and_rifles__muzzle-loading_firearms__Very_pistols_and_other_devices_designed_to_project_only_signal_flares__pistols_and_revolvers_for_firing_blank_ammunition__captive-bolt_humane_killers__line-throwing_guns)
9304,Other_arms_(for_example__spring__air_or_gas_guns_and_pistols__truncheons)__excluding_those_of_heading_93.07
9305,Parts_and_accessories_of_articles_of_headings_93.01_to_93.04
9306,Bombs__grenades__torpedoes__mines__missiles_and_similar_munitions_of_war_and_parts_thereof;_cartridges_and_other_ammunition_and_projectiles_and_parts_thereof__including_shot_and_cartridge_wads
9307,Swords__cutlasses__bayonets__lances_and_similar_arms_and_parts_thereof_and_scabbards_and_sheaths_therefor
9401,Seats_(other_than_those_of_heading_94.02)__whether_or_not_convertible_into_beds__and_parts_thereof
9402,Medical__surgical__dental_or_veterinary_furniture_(for_example__operating_tables__examination_tables__hospital_beds_with_mechanical_fittings__dentists'_chairs);_barbers'_chairs_and_similar_chairs__having_rotating_as_well_as_both_reclining_and_elevating_movements;_parts_of_the_foregoing_articles
9403,Other_furniture_and_parts_thereof
9404,Mattress_supports;_articles_of_bedding_and_similar_furnishing_(for_example__mattresses__quilts__eiderdowns__cushions__pouffes_and_pillows)_fitted_with_springs_or_stuffed_or_internally_fitted_with_any_material_or_of_cellular_rubber_or_plastics__whether_or_not_covered
9405,Lamps_and_lighting_fittings_including_searchlights_and_spotlights_and_parts_thereof__not_elsewhere_specified_or_included;_illuminated_signs__illuminated_name-plates_and_the_like__having_a_permanently_fixed_light_source__and_parts_thereof_not_elsewhere_specified_or_included
9406,Prefabricated_buildings
9503,"Tricycles__scooters__pedal_cars_and_similar_wheeled_toys;_dolls'_carriages;_dolls;_other_toys;_reduced-size_(""scale"")_models_and_similar_recreational_models__working_or_not;_puzzles_of_all_kinds"
9504,Video_game_consoles_and_machines__articles_for_funfair__table_or_parlour_games__including_pintables__billiards__special_tables_for_casino_games_and_automatic_bowling_alley_equipment
9505,Festive__carnival_or_other_entertainment_articles__including_conjuring_tricks_and_novelty_jokes
9506,Articles_and_equipment_for_general_physical_exercise__gymnastics__athletics__other_sports_(including_table-tennis)_or_outdoor_games__not_specified_or_included_elsewhere_in_this_Chapter;_swimming_pools_and_paddling_pools
